,publisher,genres,app_name,title,url,release_date,tags,reviews_url,specs,price,early_access,id,developer
56,Surprise Attack,"['Indie', 'Simulation']",Hacknet,Hacknet,http://store.steampowered.com/app/365450/Hacknet/,2015-08-12,"['Hacking', 'Simulation', 'Indie', 'Singleplayer', 'Great Soundtrack', 'Typing', 'Story Rich', 'Programming', 'Cyberpunk', 'Puzzle', 'Adventure', 'Sci-fi', '2D', 'Atmospheric']",http://steamcommunity.com/app/365450/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",9.99,False,365450.0,Team Fractal Alligator
57,Disruptor Beam Inc.,"['Adventure', 'Free to Play', 'RPG', 'Strategy']",Star Trek Timelines,Star Trek Timelines,http://store.steampowered.com/app/600750/Star_Trek_Timelines/,2016-01-14,"['Free to Play', 'RPG', 'Adventure', 'Strategy', 'Multiplayer', 'Sci-fi', 'Space']",http://steamcommunity.com/app/600750/reviews/?browsefilter=mostrecent&p=1,"['Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",Free To Play,False,600750.0,Disruptor Beam Inc.
58,SP-time,"['Adventure', 'Casual', 'Indie']",True Love ～Confide to the Maple～,True Love ～Confide to the Maple～,http://store.steampowered.com/app/495990/True_Love_Confide_to_the_Maple/,2016-10-05,"['Visual Novel', 'Casual', 'Indie', 'Dating Sim', 'Adventure', 'Anime']",http://steamcommunity.com/app/495990/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",11.99,False,495990.0,SP-time
59,Siberian Digital,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",Hard Era: The Fantasy Defence,Hard Era: The Fantasy Defence,http://store.steampowered.com/app/692260/Hard_Era_The_Fantasy_Defence/,TBD,"['Simulation', 'Strategy', 'Adventure', 'RPG', 'Indie']",http://steamcommunity.com/app/692260/reviews/?browsefilter=mostrecent&p=1,['Single-player'],,False,692260.0,Siberian Digital
60,"Digital Cookie Co., Ltd.","['Action', 'Adventure', 'RPG']",Delphinia Chronicle - 800 Cash,Delphinia Chronicle - 800 Cash,http://store.steampowered.com/app/615981/Delphinia_Chronicle__800_Cash/,2017-06-15,"['Action', 'Adventure', 'RPG']",http://steamcommunity.com/app/615981/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Online Co-op', 'Downloadable Content', 'Partial Controller Support', 'Steam Cloud']",4.99,False,615981.0,"Digital Cookie Co., Ltd."
61,Slash Star Studios,"['Casual', 'Indie']",Repulsanoid,Repulsanoid,http://store.steampowered.com/app/550890/Repulsanoid/,2016-11-04,"['Indie', 'Casual', 'Puzzle', 'Atmospheric', 'Experimental', 'Abstract']",http://steamcommunity.com/app/550890/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Full controller support', 'Steam Trading Cards']",1.99,False,550890.0,Slash Star Studios
62,Flying Interactive,"['Action', 'Casual', 'Indie']",RUNRUNRUN,RUNRUNRUN,http://store.steampowered.com/app/712210/RUNRUNRUN/,2017-10-06,"['Action', 'Indie', 'Casual', 'Retro', 'Co-op']",http://steamcommunity.com/app/712210/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Full controller support']",4.99,False,712210.0,Zoglu
63,,,FriendShip,,http://store.steampowered.com/app/542110/FriendShip/,,"['Casual', 'VR', 'Co-op']",http://steamcommunity.com/app/542110/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Cross-Platform Multiplayer', 'HTC Vive', 'Tracked Motion Controllers', 'Seated', 'Standing']",4.99,False,542110.0,
64,Warner Bros. Interactive Entertainment,['Action'],Gotham City Impostors Free to Play: Luchador Costume,Gotham City Impostors Free to Play: Luchador Costume,http://store.steampowered.com/app/216443/Gotham_City_Impostors_Free_to_Play_Luchador_Costume/,2012-08-30,['Action'],http://steamcommunity.com/app/216443/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards']",3.99,False,216443.0,"Monolith Productions, Inc."
65,Warner Bros. Interactive Entertainment,['Action'],Watchmen: The End is Nigh,Watchmen: The End is Nigh,http://store.steampowered.com/app/21010/Watchmen_The_End_is_Nigh/,2009-03-04,"['Action', 'Superhero', ""Beat 'em up"", 'Local Co-Op', 'Third Person', 'Fighting']",http://steamcommunity.com/app/21010/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Shared/Split Screen']",4.99,False,21010.0,Deadline Games
66,harmony corp,"['Adventure', 'Indie', 'RPG']",Magic Wand,Magic Wand,http://store.steampowered.com/app/625780/Magic_Wand/,2016-08-16,"['Adventure', 'Indie', 'RPG']",http://steamcommunity.com/app/625780/reviews/?browsefilter=mostrecent&p=1,['Single-player'],3.99,False,625780.0,thecatamites
67,LunarCore Games,['Indie'],Comit the Astrodian 3,Comit the Astrodian 3,http://store.steampowered.com/app/698030/Comit_the_Astrodian_3/,2018-01-02,['Indie'],http://steamcommunity.com/app/698030/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support']",1.99,False,698030.0,LunarCore Games
68,,['Action'],Tatsunoko Mashup Costume Set,Tatsunoko Mashup Costume Set,http://store.steampowered.com/app/425141/Tatsunoko_Mashup_Costume_Set/,2016-01-21,['Action'],http://steamcommunity.com/app/425141/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",31.99,False,425141.0,"Team NINJA,KOEI TECMO GAMES CO., LTD."
69,Mighty Pebble Games Inc,"['Action', 'Indie']",Miner Meltdown,Miner Meltdown,http://store.steampowered.com/app/426190/Miner_Meltdown/,2017-08-02,"['Indie', 'Action', 'Multiplayer', '2D', 'Mining', 'Platformer', 'Co-op', 'Casual', 'Online Co-Op', 'Pixel Graphics', 'Side Scroller', 'Team-Based', 'Zombies', 'Funny', 'Great Soundtrack']",http://steamcommunity.com/app/426190/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",6.99,False,426190.0,Mighty Pebble Games Inc
70,,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - New Gods of Mankind - Anointed: Token Pack - Villagers of Naalrinnon,Fantasy Grounds - New Gods of Mankind - Anointed: Token Pack - Villagers of Naalrinnon,http://store.steampowered.com/app/525750/Fantasy_Grounds__New_Gods_of_Mankind__Anointed_Token_Pack__Villagers_of_Naalrinnon/,2016-09-02,"['Strategy', 'RPG', 'Indie']",http://steamcommunity.com/app/525750/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",5.99,False,525750.0,"SmiteWorks USA, LLC"
71,,,BERSERK: The Golden Age Arc III - The Advent,BERSERK: The Golden Age Arc III - The Advent,http://store.steampowered.com/app/464430/BERSERK_The_Golden_Age_Arc_III__The_Advent/,2013-02-01,"['Anime', 'Movie']",http://steamcommunity.com/app/464430/reviews/?browsefilter=mostrecent&p=1,['Captions available'],3.99,False,464430.0,
72,,"['Adventure', 'Indie']",Spider: Rite of the Shrouded Moon - Soundtrack,Spider: Rite of the Shrouded Moon - Soundtrack,http://store.steampowered.com/app/391930/Spider_Rite_of_the_Shrouded_Moon__Soundtrack/,2015-08-06,"['Adventure', 'Indie']",http://steamcommunity.com/app/391930/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,391930.0,Tiger Style
73,"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",Borderlands 2: Commando Domination Pack,Borderlands 2: Commando Domination Pack,http://store.steampowered.com/app/225822/Borderlands_2_Commando_Domination_Pack/,2013-01-22,"['Action', 'RPG']",http://steamcommunity.com/app/225822/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",0.99,False,225822.0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
74,D3 PUBLISHER,['Action'],Golden Saaya Ponytail,Golden Saaya Ponytail,http://store.steampowered.com/app/464525/Golden_Saaya_Ponytail/,2016-06-02,['Action'],http://steamcommunity.com/app/464525/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",0.99,False,464525.0,TAMSOFT
75,SNK CORPORATION,['Action'],TWINKLE STAR SPRITES,TWINKLE STAR SPRITES,http://store.steampowered.com/app/366280/TWINKLE_STAR_SPRITES/,2016-05-26,"['Action', ""Shoot 'Em Up"", 'Female Protagonist', 'Arcade', 'Anime', 'Cute', ""1990's""]",http://steamcommunity.com/app/366280/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",7.99,False,366280.0,"SNK CORPORATION,DotEmu"
76,OtakuMaker.com,"['Action', 'Indie']",1917 - The Alien Invasion DX,1917 - The Alien Invasion DX,http://store.steampowered.com/app/470060/1917__The_Alien_Invasion_DX/,2016-06-10,"[""Shoot 'Em Up"", 'Action', 'Indie', 'Singleplayer', '2D', 'Arcade', 'Retro', 'Pixel Graphics', 'World War I', 'Strategy', 'Great Soundtrack', 'Shooter', 'War', 'Fantasy', 'Funny', 'Atmospheric', 'Stylized', 'Wargame', 'Survival', 'Soundtrack']",http://steamcommunity.com/app/470060/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",4.99,False,470060.0,Andrade Games
77,Rebellion,['Action'],Battlezone - Modern Camo (Skin),Battlezone - Modern Camo (Skin),http://store.steampowered.com/app/594451/Battlezone__Modern_Camo_Skin/,2017-05-11,['Action'],http://steamcommunity.com/app/594451/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",0.99,False,594451.0,Rebellion
78,,,Marc Maron: Thinky Pain,Marc Maron: Thinky Pain,http://store.steampowered.com/app/595210/Marc_Maron_Thinky_Pain/,2015-10-15,['Movie'],http://steamcommunity.com/app/595210/reviews/?browsefilter=mostrecent&p=1,['Captions available'],3.99,False,595210.0,
79,ATLUS USA,"['Action', 'Adventure', 'Indie']",Abyss Odyssey - Soundtrack,Abyss Odyssey - Soundtrack,http://store.steampowered.com/app/311590/Abyss_Odyssey__Soundtrack/,2014-07-15,"['Action', 'Adventure', 'Indie']",http://steamcommunity.com/app/311590/reviews/?browsefilter=mostrecent&p=1,['Downloadable Content'],4.99,False,311590.0,ACE Team
80,BANDAI NAMCO Entertainment,['RPG'],Tales of Zestiria - Pre-order items,Tales of Zestiria - Pre-order items,http://store.steampowered.com/app/382460/Tales_of_Zestiria__Preorder_items/,2016-01-19,['RPG'],http://steamcommunity.com/app/382460/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",6.99,False,382460.0,BANDAI NAMCO Studio Inc.
81,Retro Army Limited,"['Action', 'Casual', 'Indie']",Verdict Guilty - 유죄 평결,Verdict Guilty - 유죄 평결,http://store.steampowered.com/app/449210/Verdict_Guilty/,2016-06-13,"['Casual', '2D Fighter', 'Action', 'Fighting', 'Indie', 'Pixel Graphics', 'Retro']",http://steamcommunity.com/app/449210/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Local Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2.99,False,449210.0,Retro Army Limited
82,Subatomic Studios LLC,"['Action', 'Strategy', 'Casual']",Fieldrunners 2,Fieldrunners 2,http://store.steampowered.com/app/215710/_Fieldrunners_2/,2013-01-10,"['Tower Defense', 'Strategy', 'Casual', 'Action', 'Touch-Friendly', 'Indie', 'Singleplayer']",http://steamcommunity.com/app/215710/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,215710.0,Subatomic Studios LLC
83,Dovetail Games,['Simulation'],BR Blue/Grey Class 121 Add-On Livery,BR Blue/Grey Class 121 Add-On Livery,http://store.steampowered.com/app/295178/BR_BlueGrey_Class_121_AddOn_Livery/,2015-01-21,['Simulation'],http://steamcommunity.com/app/295178/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,295178.0,RailSimulator.com
84,Wildcard Studios,"['Action', 'Strategy']",Wizards:Home,Wizards:Home,http://store.steampowered.com/app/459050/WizardsHome/,2017-09-06,"['Action', 'Strategy', 'Controller', 'Platformer', 'Puzzle-Platformer', 'Magic', 'Family Friendly']",http://steamcommunity.com/app/459050/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Full controller support']",4.99,False,459050.0,Wildcard Studios
85,Iron Tower Studio,"['Indie', 'RPG']",The Age of Decadence,The Age of Decadence,http://store.steampowered.com/app/230070/The_Age_of_Decadence/,2015-10-14,"['RPG', 'Turn-Based', 'Indie', 'Turn-Based Combat', 'Post-apocalyptic', 'Tactical', 'Story Rich', 'Choices Matter', 'Fantasy', 'Isometric', 'Singleplayer', 'Alternate History', 'CRPG', 'Rome', 'Atmospheric', 'Difficult', 'Dark Fantasy', 'Adventure', 'Open World']",http://steamcommunity.com/app/230070/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",29.99,False,230070.0,Iron Tower Studio
86,Ysty Games,"['Action', 'Indie']",in Space,in Space,http://store.steampowered.com/app/361830/in_Space/,2015-04-27,"['Action', 'Indie', 'Space', 'Pixel Graphics']",http://steamcommunity.com/app/361830/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Trading Cards']",0.99,False,361830.0,Ed Curtis-Sivess
87,HuBiao,['Adventure'],Little Adventurer II,Little Adventurer II,http://store.steampowered.com/app/708630/Little_Adventurer_II/,2017-09-01,"['Adventure', 'Casual']",http://steamcommunity.com/app/708630/reviews/?browsefilter=mostrecent&p=1,['Single-player'],0.99,False,708630.0,HuBiao
88,CCP,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",EVE Online: 1 Month Omega Time,EVE Online: 1 Month Omega Time,http://store.steampowered.com/app/695740/EVE_Online_1_Month_Omega_Time/,2017-10-03,"['Strategy', 'Action', 'Free to Play', 'RPG', 'Massively Multiplayer']",http://steamcommunity.com/app/695740/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Trading Cards']",14.99,False,695740.0,CCP
89,SNK Playmore,"['Action', 'Free to Play']",METAL SLUG DEFENSE - “Morden Army Pack” Vol.1,METAL SLUG DEFENSE - “Morden Army Pack” Vol.1,http://store.steampowered.com/app/362520/METAL_SLUG_DEFENSE__Morden_Army_Pack_Vol1/,2015-05-01,"['Action', 'Free to Play']",http://steamcommunity.com/app/362520/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,362520.0,SNK Playmore
90,,"['Indie', 'RPG', 'Strategy']",Highlands - Original Soundtrack,Highlands - Original Soundtrack,http://store.steampowered.com/app/380170/Highlands__Original_Soundtrack/,2015-06-18,"['Strategy', 'RPG', 'Indie']",http://steamcommunity.com/app/380170/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",1.99,False,380170.0,Burrito Studio
91,,['Strategy'],Wargame Red Dragon - Nation Pack: Netherlands,Wargame Red Dragon - Nation Pack: Netherlands,http://store.steampowered.com/app/443730/Wargame_Red_Dragon__Nation_Pack_Netherlands/,2016-05-19,['Strategy'],http://steamcommunity.com/app/443730/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Trading Cards', 'Steam Cloud']",5.99,False,443730.0,Eugen Systems
92,,,Show Must Go On,,http://store.steampowered.com/app/604300/Show_Must_Go_On/,,"['Casual', 'Indie', 'Music', 'VR']",http://steamcommunity.com/app/604300/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'HTC Vive', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Standing', 'Room-Scale']",14.99,False,604300.0,
93,INNOTEG LLC,"['Casual', 'Indie', 'RPG', 'Strategy']",Runestone Keeper,Runestone Keeper,http://store.steampowered.com/app/339400/Runestone_Keeper/,2015-03-02,"['Strategy', 'RPG', 'Casual', 'Indie', 'Rogue-like', 'Rogue-lite', 'Point & Click', 'Turn-Based', 'Pixel Graphics']",http://steamcommunity.com/app/339400/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,339400.0,Blackfire Games
94,,['Strategy'],Talisman: The Horus Heresy - Heroes & Villains 1,Talisman: The Horus Heresy - Heroes &amp; Villains 1,http://store.steampowered.com/app/433460/Talisman_The_Horus_Heresy__Heroes__Villains_1/,2016-02-22,['Strategy'],http://steamcommunity.com/app/433460/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",3.99,False,433460.0,Nomad Games
95,,"['Casual', 'Simulation']",Rocksmith® 2014 – AFI Song Pack,Rocksmith® 2014 – AFI Song Pack,http://store.steampowered.com/app/271474/Rocksmith_2014__AFI_Song_Pack/,2014-04-01,"['Casual', 'Simulation']",http://steamcommunity.com/app/271474/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,271474.0,Ubisoft - San Francisco
96,,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Savage Suzerain: Dogs Of Hades (Savage Worlds),Fantasy Grounds - Savage Suzerain: Dogs Of Hades (Savage Worlds),http://store.steampowered.com/app/762060/Fantasy_Grounds__Savage_Suzerain_Dogs_Of_Hades_Savage_Worlds/,2017-11-30,"['Strategy', 'RPG', 'Indie', 'Classic', 'Turn-Based', 'Fantasy', 'Online Co-Op', 'Software', 'Utilities', 'Party-Based RPG', 'Story Rich', 'Alternate History']",http://steamcommunity.com/app/762060/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",24.99,False,762060.0,"SmiteWorks USA, LLC"
