release_date,developer,price
2011-08-11,"Firaxis Games,Aspyr (Mac, Linux)",4.99
2011-08-11,"Firaxis Games,Aspyr (Mac, Linux)",4.99
2011-08-12,Coffee Stain Studios,9.99
2011-08-15,exosyphen studios,4.99
2011-08-15,MinMax Games Ltd.,9.99
2011-08-16,TimeGate Studios,3.99
2011-08-16,TimeGate Studios,2.99
2011-08-16,TimeGate Studios,3.99
2011-08-16,"Relic Entertainment,Feral Interactive (Mac/Linux)",6.99
2011-09-20,Obsidian Entertainment,4.99
2011-08-31,Three Rings,Free to Play
2011-08-31,Hothead Games,14.99
2011-09-05,Relic,29.99
2011-09-08,1C Company,7.99
2012-07-12,Flying Wild Hog,14.99
2011-09-06,Ageod,3.99
2011-09-01,"Octane Games,Meridian4",9.99
2011-09-07,ACE Team,9.99
2011-09-13,Tripwire Interactive,19.99
2011-09-13,,9.99
2011-09-14,Colossal Order Ltd.,5.99
2011-09-14,Stainless Games Ltd,4.99
2011-09-15,Paradox Development Studio,9.99
2011-09-15,PomPom,4.99
2010-10-19,HeR Interactive,6.99
2011-09-20,Reality Pump Studios,9.99
2011-09-21,NGD Studios,4.99
2011-10-11,Gearbox Software,9.99
2011-10-13,Blackhole,19.99
2011-09-28,Gas Powered Games,14.99
2011-09-28,Edmund McMillen and Florian Himsl,4.99
2011-09-29,Giants Software,6.99
2011-09-29,1C-Avalon,4.99
2007-02-20,Gas Powered Games,14.99
2011-09-29,Red Redemption,18.99
2011-09-29,Steel Monkeys,1.99
2011-09-29,Red Redemption,2.99
2011-09-29,Red Redemption,4.99
2011-09-09,City Interactive,1.99
2011-09-30,"Games Farm,3Division",5.99
2011-09-29,Red Redemption,3.99
2011-10-11,Capcom Vancouver,19.99
2011-10-11,Hothead Games,1.99
2011-10-11,"Akella,.dat",14.99
2011-10-12,Days of Wonder,Free to Play
2011-10-13,Dovetail Games,8.99
2011-10-14,Double Fine Productions,9.99
2011-10-18,The Sims Studio,19.99
2011-10-17,Positech Games,5.99
2011-10-24,"Vlambeer,Croteam",4.99
2011-10-20,Iridium Studios,4.99
2011-10-24,Ideas Pad,4.99
2011-10-24,b-Alive,9.99
2011-10-24,Spellbound Studios,14.99
2011-10-24,KTX Software,8.99
2011-10-25,Robot Entertainment,1.99
2011-10-25,Obsidian Entertainment,6.99
2011-11-02,Daybreak Game Company,Free to Play
2011-11-01,Volition,
2011-11-03,"Haemimont Games,Feral Interactive (Mac)",2.99
2011-11-03,Devil's Details,19.99
2011-11-02,HeR Interactive,6.99
2011-11-08,Robot Entertainment,2.99
2011-11-08,"Infinity Ward,Sledgehammer Games,Aspyr (Mac)",39.99
2011-11-08,"Team Bondi,Rockstar Leeds",19.99
2011-11-08,"Team Bondi,Rockstar Leeds",11.99
2011-11-09,Digitalmindsoft,1.99
2011-11-10,Final Form Games,4.99
2011-11-10,Final Form Games,2.99
2011-11-11,Trendy Entertainment,0.99
2011-11-11,Trendy Entertainment,
2011-11-11,Trendy Entertainment,1.99
2011-11-29,Cipher Prime Studios,6.99
2011-11-29,Arrowhead Game Studios,2.99
2011-11-21,Digital Reality,9.99
2011-11-29,Arrowhead Game Studios,1.99
2011-11-30,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",4.99
2011-11-30,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",1.59
2011-11-29,Arrowhead Game Studios,5.99
2011-11-30,Paradox Interactive,1.99
2011-11-30,Paradox Interactive,1.99
2010-06-11,Unicorn Games Studio,3.99
2011-12-01,Rocksteady Studios,
2011-12-02,Stardock Entertainment,19.99
2011-12-01,"KrossRails,Dovetail Games",12.99
2011-12-06,Reloaded Productions,Free to Play
2012-01-13,Wadjet Eye Games,4.99
2011-12-01,Rocksteady Studios,
2011-12-12,Digitalmindsoft,1.99
2011-12-07,Tripwire Interactive,7.99
2011-12-13,Team 6 Studios,9.99
2011-12-13,Ubisoft Montreal,3.99
2011-12-13,Trendy Entertainment,1.99
2011-12-14,"Haemimont Games,Feral Interactive (Mac)",2.99
2011-12-14,"Vicious Cycle Software, Inc.",9.99
2011-12-14,Stainless Games Ltd,2.99
2011-12-15,Relic,0.99
2011-12-15,Relic,0.99
2011-12-14,"Gaslamp Games, Inc.",2.99
2011-12-15,Relic,0.99
2011-12-15,Nitro Games,4.99
2011-12-15,Relic,0.99
2011-12-15,Coffee Stain Studios,
2011-12-15,Egosoft,9.99
2013-06-06,Frozenbyte,19.99
2011-12-15,Trendy Entertainment,3.99
2011-12-16,ASTRO PORT,
2011-12-19,NGD Studios,
2011-12-16,ASTRO PORT,5.99
2011-12-19,Lionhead Studios,9.99
2011-12-19,Avalanche Studios,2.99
2011-12-19,Fakt Software,2.99
2011-12-20,Trendy Entertainment,1.99
2011-12-20,Volition,2.99
2011-12-19,Avalanche Studios,4.99
2011-12-20,Relic,2.99
2011-12-20,Relic,2.99
2011-12-20,Relic,2.99
2011-12-20,Relic,2.99
2011-12-20,Relic,9.99
2011-12-20,"D3Publisher of America, Inc.",0.99
2011-12-20,"D3Publisher of America, Inc.",0.99
2011-12-20,"D3Publisher of America, Inc.",0.99
2011-12-21,Rocksteady Studios,
2011-12-21,Rocksteady Studios,
2011-12-20,"D3Publisher of America, Inc.",0.99
2012-01-25,Unigine Corp.,7.99
2012-01-26,Dovetail Games,12.99
2012-01-27,NeocoreGames,9.99
2012-01-27,NEOCORE GAMES,4.99
2005-10-11,Croteam,9.99
2012-01-30,Lizsoft,19.99
2010-02-02,Cryptic Studios,Free to Play
2012-01-31,Trendy Entertainment,2.99
2012-01-31,Trendy Entertainment,1.99
2012-02-08,"Coreplay GmbH,Bigmoon Studios",19.99
2012-02-02,RichMakeGame,9.99
2012-02-02,Paradox Development Studio,9.99
2012-02-02,Q-Games Ltd.,9.99
2012-02-02,Q-Games Ltd.,5.99
2012-02-03,Owlchemy Labs,4.99
2012-02-03,Puppygames,9.99
2012-02-06,Capcom Vancouver,
2012-02-06,Capcom Vancouver,
2012-02-14,inXile Entertainment,0.99
2012-02-14,Paradox Development Studio,39.99
2012-02-14,Paradox Interactive,1.99
2012-02-14,Paradox Interactive,1.99
2012-02-15,"WXP Games, LLC",1.99
2012-02-14,inXile Entertainment,
2012-02-16,Remedy Entertainment,9.99
2010-05-05,Thomson Interactive,19.99
2012-02-16,Arrowhead Game Studios,1.99
2011-12-21,Trashmasters,11.99
2012-02-16,Little Green Men Games,13.99
2012-02-17,Hitbox Team,3.99
2012-02-20,Wild Shadow Studios,Free to Play
2012-02-20,Paradox Interactive,1.99
2012-02-21,Volition,6.99
2012-02-22,MumboJumbo,9.99
2012-02-22,Brandon Brizzi,4.99
2012-02-28,Ubisoft Montreal,9.99
2012-03-29,"UBIart Montpellier,Feral Interactive (Mac)",19.99
2012-02-29,Med-Art,9.99
2012-02-29,Grey Havens,5.99
2012-03-01,virtualRailroads,12.99
2012-02-29,Colossal Order Ltd.,3.99
2012-03-01,Strange Loop Games,19.99
2012-03-01,Cobra Mobile,4.99
2012-03-01,MumboJumbo,9.99
2012-03-02,Remedy Entertainment,9.99
2012-03-06,The Sims Studio,19.99
2012-03-06,Double Fine Productions,9.99
2012-03-02,Bootsnake Games,4.99
2012-03-08,Aerosoft GmbH,19.99
2012-03-08,Dovetail Games,8.99
2012-03-14,Tribute Games Inc.,2.99
2012-03-14,Most Wanted Entertainment,9.99
2012-03-08,Trickstar Games,9.99
2012-03-15,Nimbly Games,4.99
2012-03-15,Trendy Entertainment,1.99
2012-03-14,SEGA,4.99
2012-03-15,Trendy Entertainment,3.99
2012-03-16,3 Sprockets,3.99
2012-03-16,Cyan Worlds,9.99
2012-03-16,Trendy Entertainment,0.99
2012-03-16,Strawdog Studios Ltd,4.99
2012-03-19,Nihon Falcom,14.99
2012-03-20,Bohemia Interactive,8.99
2012-03-20,Eden Industries,1.99
2012-03-20,Volition,6.99
2012-03-21,PomPom Games,4.99
2012-03-21,Trapdoor Inc.,9.99
2012-03-20,"Big Huge Games,38 Studios",9.99
2012-03-22,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",29.99
2012-03-22,Pendulo Studios,9.99
2012-03-21,Pixelante Game Studios,4.99
2012-03-23,Fakt Software,2.99
2012-03-28,MumboJumbo,9.99
2012-03-28,MumboJumbo,9.99
2012-03-29,"Haemimont Games,Feral Interactive (Mac)",6.99
2012-03-29,Reality Pump,9.99
2012-03-29,Dovetail Games,8.99
2012-03-29,Trendy Entertainment,3.99
2012-03-29,BUGBEAR,9.99
2012-03-30,Longbow Games,14.99
2012-04-04,Cyanide,9.99
2012-04-05,Dovetail Games,12.99
2012-04-05,David Williamson,6.99
2012-04-05,Trendy Entertainment,1.99
2012-04-06,TAO,Free Demo
2012-04-06,BitSits Games,Free Demo
2014-05-20,Serious Brothers,19.99
2012-04-09,TikGames,6.99
2012-04-19,b-Alive,5.99
2012-04-26,Piranha Bytes,9.99
2012-04-26,Trendy Entertainment,3.99
2012-04-27,Piranha Bytes,1.99
2012-04-27,Piranha Bytes,4.99
2012-04-27,Devil's Details,14.99
2012-04-27,Love Conquers All Games,9.99
2012-04-27,Signal Studios,9.99
2012-04-30,Love Conquers All Games,4.99
2012-05-01,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",5.99
2012-05-01,Volition,2.99
2012-05-02,,2.99
2012-05-02,,2.99
2012-05-02,,2.99
2012-05-02,,2.99
2012-05-02,,2.99
2012-05-02,,2.99
2012-05-03,Coffee Stain Studios,
2012-05-03,Dovetail Games,19.99
2012-05-24,Days of Wonder,1.99
2012-05-02,,2.99
2012-05-15,Colossal Order Ltd.,4.99
2012-05-15,Coreplay GmbH,4.99
2010-04-28,Croteam,19.99
2012-05-15,Croteam,4.99
2012-05-16,HeR Interactive,19.99
2012-05-16,Black Market Games,3.99
2012-05-17,Dovetail Games,8.99
2012-05-17,Dovetail Games,12.99
2012-05-18,Slant Six Games,29.99
2012-05-18,Sigma Team Inc.,9.99
2012-05-17,Positech Games,9.99
2012-05-18,Giants Software,6.99
2012-05-24,Days of Wonder,5.99
2012-05-24,Days of Wonder,9.99
2012-05-24,virtualRailroads,19.99
2012-05-31,Dovetail Games,3.99
2012-05-31,Nihon Falcom,19.99
2012-05-31,Trendy Entertainment,1.99
2012-05-31,Rockstar Studios,14.99
2012-05-31,Rockstar Studios,19.99
2012-06-01,Devil's Details,1.99
2012-06-01,Devil's Details,1.99
2012-06-04,Eden Industries,0.99
2012-06-05,"Gaslamp Games, Inc.",
2012-06-06,"Standing Stone Games, LLC",Play for Free!
2012-06-13,Cipher Prime Studios,9.99
2012-06-12,BlinkWorks Media,9.99
2012-06-12,Fatshark,14.99
2012-06-22,TT Games,19.99
2012-06-21,Airtight Games,2.99
2012-06-22,Nexon,Free to Play
2012-06-06,Rebellion,7.99
2012-06-21,"Infinity Ward,Sledgehammer Games,Raven Software,Aspyr (Mac)",14.99
2012-06-25,Zeboyd Games,4.99
2012-06-22,Daedalic Entertainment,19.99
2012-06-25,"Standing Stone Games, LLC",34.99
2012-06-25,"Standing Stone Games, LLC",Play for Free!
2012-06-26,"Ubisoft Paris,Red Storm Entertainment",19.99
2012-06-26,Paradox Development Studio,1.99
2012-06-26,Paradox Development Studio,9.99
2012-06-21,Airtight Games,8.99
2012-06-27,Hi-Rez Studios,Free to Play
2012-07-05,Tripwire Interactive,4.99
2002-09-20,Larian Studios,5.99
2012-06-26,Paradox Development Studio,1.99
2012-07-06,"WXP Games, LLC",1.99
2012-07-09,Sakari Indie &amp; GriN,6.99
2012-07-10,Trendy Entertainment,3.99
2012-07-10,Valve,
2012-07-11,Stainless Games,0.99
2012-07-11,Stainless Games,0.99
2012-07-20,"Capcom U.S.A., Inc.",0.99
2012-07-11,Stainless Games,0.99
2012-07-11,Stainless Games,0.99
2012-07-11,Flying Wild Hog,
2012-07-12,Grey Havens,39.99
2012-07-20,"Capcom U.S.A., Inc.",0.99
2012-07-20,"Capcom U.S.A., Inc.",0.99
2012-07-24,"Capcom U.S.A., Inc.",0.99
2012-07-20,"Capcom U.S.A., Inc.",0.99
2012-07-12,Limbic Entertainment GmhH,9.99
2012-07-20,"Capcom U.S.A., Inc.",0.99
2012-07-20,"Capcom U.S.A., Inc.",0.99
2012-07-20,"Capcom U.S.A., Inc.",0.99
2012-07-20,"Capcom U.S.A., Inc",0.99
2012-07-20,"Capcom U.S.A., Inc.",0.99
2012-07-20,"Capcom U.S.A., Inc.",0.99
2012-07-20,"Capcom U.S.A., Inc.",0.99
2012-07-24,"Capcom U.S.A., Inc.",0.99
2012-07-24,"Capcom U.S.A., Inc.",0.99
2012-07-24,"Capcom U.S.A., Inc.",0.99
2012-07-24,"Capcom U.S.A., Inc.",0.99
2012-07-24,"Capcom U.S.A., Inc.",0.99
2012-07-24,"Capcom U.S.A., Inc.",12.99
2012-07-24,"Capcom U.S.A., Inc.",2.99
2012-07-24,"Capcom U.S.A., Inc.",2.99
2012-07-30,Overhaul Games,14.99
2012-07-30,Sidhe,2.99
2012-07-30,KING Art,9.99
2012-07-31,Paradox Development Studio,0.99
2012-07-31,KING Art,19.99
2012-07-31,Paradox Development Studio,1.99
2012-07-24,"Capcom U.S.A., Inc.",12.99
2012-08-01,Misfits Attic,9.99
2012-08-02,Tennen-sozai,5.99
2012-08-01,Misfits Attic,2.99
2012-08-02,Tennen-sozai,5.99
2012-08-02,Days of Wonder,1.99
2012-08-03,"Remedy Entertainment Ltd.,Mountain Sheep Inc.,Cornfox &amp; Brothers Ltd.",9.99
2012-08-03,Dovetail Games,12.99
2012-08-21,United Front Games,2.99
2012-08-03,Dovetail Games,8.99
2012-08-10,Tripwire Interactive,4.99
2012-08-10,Robot Entertainment,4.99
2012-08-09,Dovetail Games,8.99
2012-08-13,Double Fine Productions,14.99
2012-08-13,United Front Games,1.99
2012-08-13,United Front Games,1.99
2012-08-13,United Front Games,
2012-08-21,Fishlabs Entertainment GmbH,7.99
2012-08-21,Valve,14.99
,United Front Games,74.76
2005-02-08,"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)",9.99
2010-03-31,Soldak Entertainment,9.99
2012-08-23,Big Robot Ltd,1.99
2012-08-23,Dovetail Games,19.99
2012-08-23,Digital Train Model,7.99
2012-08-23,Digital Train Model,7.99
2012-08-30,"Monolith Productions, Inc.",0.99
2012-08-30,"Monolith Productions, Inc.",3.99
2012-08-30,"Monolith Productions, Inc.",6.99
2012-08-30,"Monolith Productions, Inc.",3.99
2012-08-30,"Monolith Productions, Inc.",5.99
2012-09-07,Eyebrow Interactive,9.99
2012-08-30,"Monolith Productions, Inc.",2.99
2012-08-30,"Monolith Productions, Inc.",1.99
2012-08-30,"Monolith Productions, Inc.",9.99
2012-08-30,"Monolith Productions, Inc.",0.99
2012-08-30,"Monolith Productions, Inc.",2.99
2012-08-30,"Monolith Productions, Inc.",5.99
2012-08-30,"Monolith Productions, Inc.",1.49
2012-08-30,"Monolith Productions, Inc.",1.99
2012-09-07,Freebird Games,4.99
2012-09-07,"Rocksteady Studios,Feral Interactive (Mac)",19.99
2011-11-01,Freebird Games,9.99
2012-09-11,Aleksey Abramenko,9.99
2012-08-30,"Monolith Productions, Inc.",29.99
2012-09-11,Capybara Games,6.99
2012-09-12,Paradox Interactive,4.99
2012-09-12,Bohemia Interactive,8.99
2012-09-19,Blit Software,7.99
2012-09-19,Stainless Games,4.99
2012-09-19,Ronimo Games,2.49
2012-09-19,Ronimo Games,2.49
2012-09-19,Ronimo Games,2.49
2012-09-19,Ronimo Games,2.49
2012-09-19,Ronimo Games,1.49
2012-09-19,Ronimo Games,2.49
2012-09-27,Limbic Entertainment GmbH,9.99
2012-09-24,Slant Six Games,1.99
2012-09-24,Slant Six Games,1.99
2012-09-24,Slant Six Games,1.99
2012-09-24,Slant Six Games,9.99
2012-09-24,Slant Six Games,4.99
2012-09-24,Slant Six Games,9.99
2012-09-25,Eugen Systems,
2012-09-25,Frogwares,19.99
2012-09-27,Edelweiss,7.99
2012-09-28,Bohemia Interactive,32.99
2012-10-02,Pilgway,99.99
2012-10-02,Gaijin Games,5.99
2012-09-28,Data Realms,19.99
2012-09-28,City Interactive,2.99
2012-10-02,Gaijin Games,9.99
2012-10-09,"Gearbox Software,Aspyr (Mac &amp; Linux)",9.99
2012-10-10,Stainless Games,0.99
2012-10-10,Stainless Games,0.99
2012-10-10,Stainless Games,0.99
2012-10-10,Stainless Games,0.99
2012-10-10,Stainless Games,0.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-10,Stainless Games,0.99
2012-10-10,Stainless Games,0.99
2012-10-15,Ratloop Asia,4.99
2012-10-15,id Software,19.99
2012-10-16,"Gearbox Software,Aspyr (Mac &amp; Linux)",9.99
2012-10-16,United Front Games,3.99
2012-10-16,United Front Games,1.99
2012-10-16,Trendy Entertainment,1.99
2012-10-16,Paradox Interactive,0.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,7.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,7.99
2012-10-16,Ubisoft - San Francisco,7.99
2012-10-16,Ubisoft - San Francisco,11.99
2012-10-16,Ubisoft - San Francisco,7.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,29.99
2012-10-16,Daedalic Entertainment,19.99
2012-10-17,2x2 Games,19.99
2012-10-29,Lukewarm Media,7.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-16,Ubisoft - San Francisco,2.99
2012-10-22,Black Forest Games,14.99
2012-10-23,"Haemimont Games,Feral Interactive (Mac)",2.99
2012-10-23,Zeal Game Studio,9.99
2012-10-23,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",4.99
2012-10-23,Dennaton Games,9.99
2012-10-23,Gravity Interactive,
2012-10-23,United Front Games,3.99
2012-10-23,United Front Games,1.99
2012-10-23,Fatshark,2.99
2012-10-29,Muse Games,4.99
2006-04-11,Monolith,14.95
2004-04-27,Larian Studios,5.99
2012-10-29,Arrowhead Game Studios,0.99
2012-10-29,Larian Studios,19.99
2012-10-30,Ubisoft - San Francisco,2.99
2012-10-30,Ubisoft - San Francisco,2.99
2003-04-13,Running With Scissors,9.99
2012-11-02,United Front Games,
2012-11-13,Codemasters Birmingham,14.99
2012-11-06,Daedalic Entertainment,19.99
2012-11-02,Camel101 LLC,14.99
2012-11-06,Reloaded Productions,29.99
2012-11-07,Stainless Games,2.99
2012-11-07,Team17 Digital Ltd,4.99
2012-11-09,Positech Games,5.99
2012-11-09,Digital Reality,9.99
2012-11-09,Ankama,9.99
2012-11-09,Neko Entertainment,7.99
2012-11-09,Bohemia Interactive,12.99
2012-11-09,Acquire,0.99
2012-11-09,Acquire,0.99
2012-11-09,Acquire,0.99
2012-11-12,Treyarch,59.99
2012-11-13,United Front Games,2.99
2012-11-13,United Front Games,2.99
2012-11-13,Codemasters Birmingham,0.99
2012-11-13,United Front Games,1.99
2012-11-13,Codemasters Birmingham,0.99
2012-11-13,Codemasters Birmingham,0.99
2012-11-13,Codemasters Birmingham,0.99
2012-11-13,Codemasters Birmingham,0.99
2004-03-08,I-deal Games,6.99
2012-11-19,Io-Interactive A/S,0.99
2012-11-19,Io-Interactive A/S,0.99
2012-11-19,Io-Interactive A/S,0.99
2012-11-19,Io-Interactive A/S,0.99
2012-11-19,Io-Interactive A/S,0.99
2012-11-19,Io-Interactive A/S,0.99
2012-11-20,The Sims Studio,19.99
2012-11-20,The Sims Studio,19.99
2012-11-20,The Sims Studio,19.99
2012-11-21,Stainless Games,0.99
2012-11-21,Stainless Games,0.99
2012-11-21,Stainless Games,0.99
2012-11-21,Stainless Games,0.99
2012-11-21,Team17 Digital Ltd,4.99
2012-11-23,Dovetail Games,6.99
2012-11-28,IonFx,14.99
2012-11-28,Curve Studios,3.99
2012-11-28,Core Design,6.99
2012-11-28,Curve Studios,9.99
2005-09-26,SimBin Studios AB,7.99
2012-11-29,N3V Games,19.99
2012-12-05,KING Art,19.99
2012-12-05,Wormwood Studios,9.99
2012-12-06,Zeal Game Studio,4.99
2012-12-06,Zeal Game Studio,0.99
2012-12-06,NEXON Korea Corp.,Free to Play
2012-12-06,Spry Fox LLC,9.99
2003-12-17,Crystal Dynamics,6.99
2012-12-06,Crystal Dynamics,6.99
2001-11-20,Crystal Dynamics,6.99
2012-12-06,Digital Train Model,6.99
2012-12-13,Reality Pump,19.99
2012-12-11,Ubisoft Montreal,4.99
2012-12-11,Gaming Minds,4.99
2012-12-11,Ubisoft - San Francisco,7.99
2012-12-11,Daedalic Entertainment,9.99
2012-12-11,Ubisoft - San Francisco,2.99
2012-12-17,SEGA,7.99
2011-03-25,Thomson Interactive,19.99
2012-12-17,Mind Over Matter Studios,3.99
2012-12-17,Paradox Development Studio,0.99
2012-12-17,Paradox Development Studio,0.99
2012-12-18,id Software,4.99
2012-12-18,"Haemimont Games,Feral Interactive (Mac)",2.99
2012-12-18,Ubisoft - San Francisco,2.99
2012-12-18,Ubisoft - San Francisco,2.99
2012-12-18,Ubisoft - San Francisco,2.99
2012-12-18,Ubisoft - San Francisco,2.99
2012-12-19,Misfits Attic,
2012-12-21,Ascaron,14.99
2012-12-21,Dovetail Games,19.99
2012-12-31,Cipher Prime Studios,2.99
2013-01-07,MumboJumbo,13.99
2013-01-07,Codemasters Birmingham,4.99
2013-01-07,Codemasters Birmingham,4.99
2013-01-08,DnS Development,9.99
2013-01-07,Codemasters Birmingham,4.99
2013-01-09,Team17 Digital Ltd,2.99
2013-01-10,Dovetail Games,19.99
2013-01-10,Subatomic Studios LLC,9.99
2013-01-09,Studio X Labs,6.99
2013-01-11,"Ironclad Games,Stardock Entertainment",9.99
2013-01-11,Positech Games,5.99
2013-01-22,Ubisoft - San Francisco,2.99
2013-01-18,Mind Over Matter Studios,3.99
2013-01-17,The Farm 51,69.99
2013-01-22,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013-01-22,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013-01-21,"Apus Software,Three Donkeys LLC",9.99
2013-01-22,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013-01-22,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013-01-22,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013-01-22,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013-01-23,Born Ready Games Ltd.,9.99
2013-01-23,Born Ready Games Ltd.,19.99
2013-01-23,Double Fine Productions,14.99
2013-01-24,NAMCO,19.99
2013-01-24,Dennaton Games,9.99
2013-01-24,Ninja Theory,29.99
2013-01-23,"Hidden Path Entertainment, Inc.",4.99
2013-01-31,Cadenza Interactive,9.99
2013-02-01,Internal Games,4.99
,Futuremark,29.99
2013-02-05,Colossal Order Ltd.,2.99
2013-02-05,Ubisoft - San Francisco,2.99
2013-02-05,Ubisoft - San Francisco,2.99
2013-02-05,Ubisoft - San Francisco,2.99
2013-02-05,Ubisoft - San Francisco,2.99
2013-02-05,Ubisoft - San Francisco,2.99
2013-02-06,"Capcom U.S.A., Inc.",0.99
2013-02-06,"Capcom U.S.A., Inc",0.99
2013-02-06,"Capcom U.S.A., Inc",0.99
2013-02-06,Focus Home Interactive,9.99
2013-02-06,"Capcom U.S.A., Inc",0.99
2013-02-06,"Capcom U.S.A., Inc.",19.99
2013-02-15,Mind Over Matter Studios,3.99
2013-02-18,Megadev,6.99
2013-02-18,Haemimont Games,24.99
2013-02-18,"Arcen Games, LLC",14.99
2013-02-19,Jet Set Games,1.99
2013-02-19,Ubisoft - San Francisco,2.99
2013-02-19,Ubisoft - San Francisco,2.99
2013-02-19,Ubisoft - San Francisco,2.99
2013-02-18,Paradox Development Studio,19.99
2013-02-19,,9.99
2013-02-26,Ubisoft - San Francisco,2.99
2013-02-26,Ubisoft - San Francisco,2.99
2013-02-26,Ubisoft - San Francisco,2.99
2013-02-26,"Ubisoft Paris,Red Storm Entertainment",9.99
2013-03-05,PV Games,29.99
2013-02-26,Ubisoft - San Francisco,7.99
2013-03-05,Degica,19.99
2013-03-05,The Sims Studio,19.99
